LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V23;206;14;8mm;47,99;14;857;857;BF2D@HjLIVING-MA.117@r01@i206@p479139@l8570@n14@e47.992@d8.0@gCA50@s32.00@v@Gl8570@w0@C84@
LIVING-MA.117;21869;V23;207;15;8mm;24,58;14;439;439;BF2D@HjLIVING-MA.117@r01@i207@p479140@l4390@n14@e24.584@d8.0@gCA50@s32.00@v@Gl4390@w0@C75@
LIVING-MA.117;21869;V23;208;16;8mm;24,47;14;437;437;BF2D@HjLIVING-MA.117@r01@i208@p479141@l4370@n14@e24.472@d8.0@gCA50@s32.00@v@Gl4370@w0@C81@
LIVING-MA.117;21869;V25;212;01;12,5mm;14,90;4;380;380;BF2D@HjLIVING-MA.117@r01@i212@p479147@l3800@n4@e14.896@d12.5@gCA50@s50.00@v@Gl3800@w0@C78@
LIVING-MA.117;21869;V25;213;02;12,5mm;18,52;3;630;630;BF2D@HjLIVING-MA.117@r01@i213@p479148@l6300@n3@e18.522@d12.5@gCA50@s50.00@v@Gl6300@w0@C91@
LIVING-MA.117;21869;V25;214;03;12,5mm;5,68;2;290;290;BF2D@HjLIVING-MA.117@r01@i214@p479149@l2900@n2@e5.684@d12.5@gCA50@s50.00@v@Gl2900@w0@C65@
LIVING-MA.117;21869;V25;215;04;16mm;19,52;2;610;610;BF2D@HjLIVING-MA.117@r01@i215@p479150@l6100@n2@e19.52@d16.0@gCA50@s240.00@v@Gl6100@w0@C70@
LIVING-MA.117;21869;V25;216;05;12,5mm;6,37;2;325;325;BF2D@HjLIVING-MA.117@r01@i216@p479151@l3250@n2@e6.37@d12.5@gCA50@s50.00@v@Gl3250@w0@C95@
LIVING-MA.117;21869;V25;217;06;12,5mm;1,96;1;200;200;BF2D@HjLIVING-MA.117@r01@i217@p479152@l2000@n1@e1.96@d12.5@gCA50@s50.00@v@Gl2000@w0@C78@
LIVING-MA.117;21869;V25;218;07;12,5mm;23,42;2;1195;1195;BF2D@HjLIVING-MA.117@r01@i218@p479153@l11950@n2@e23.422@d12.5@gCA50@s50.00@v@Gl11950@w0@C82@
LIVING-MA.117;21869;V25;219;08;12,5mm;4,56;1;465;465;BF2D@HjLIVING-MA.117@r01@i219@p479154@l4650@n1@e4.557@d12.5@gCA50@s50.00@v@Gl4650@w0@C91@
LIVING-MA.117;21869;V25;220;09;12,5mm;3,97;1;405;405;BF2D@HjLIVING-MA.117@r01@i220@p479155@l4050@n1@e3.969@d12.5@gCA50@s50.00@v@Gl4050@w0@C72@
LIVING-MA.117;21869;V25;221;10;12,5mm;10,88;2;555;555;BF2D@HjLIVING-MA.117@r01@i221@p479156@l5550@n2@e10.878@d12.5@gCA50@s50.00@v@Gl5550@w0@C76@
LIVING-MA.117;21869;V25;222;11;12,5mm;4,02;1;410;410;BF2D@HjLIVING-MA.117@r01@i222@p479157@l4100@n1@e4.018@d12.5@gCA50@s50.00@v@Gl4100@w0@C90@
LIVING-MA.117;21869;V25;223;12;6,3mm;32,73;77;170;165;BF2D@HjLIVING-MA.117@r01@i223@p479158@l1700@n77@e32.725@d6.3@gCA50@s25.00@v@Gl60@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l60@w0@C87@
LIVING-MA.117;21869;V25;224;13;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.117@r01@i224@p479159@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C78@
LIVING-MA.117;21869;V25;225;14;8mm;13,68;6;570;570;BF2D@HjLIVING-MA.117@r01@i225@p479160@l5700@n6@e13.68@d8.0@gCA50@s32.00@v@Gl5700@w0@C85@
LIVING-MA.117;21869;V25;226;15;8mm;12,84;6;535;535;BF2D@HjLIVING-MA.117@r01@i226@p479161@l5350@n6@e12.84@d8.0@gCA50@s32.00@v@Gl5350@w0@C84@
LIVING-MA.117;21869;V26;227;01;20mm;28,45;2;569;564;BF2D@HjLIVING-MA.117@r01@i227@p479163@l5690@n2@e28.45@d20.0@gCA50@s300.00@v@Gl580@w-90@l5110@w0@C66@
LIVING-MA.117;21869;V26;228;02;20mm;9,47;1;379;374;BF2D@HjLIVING-MA.117@r01@i228@p479164@l3790@n1@e9.475@d20.0@gCA50@s300.00@v@Gl580@w-90@l3210@w0@C93@
LIVING-MA.117;21869;V26;229;03;20mm;49,50;3;660;660;BF2D@HjLIVING-MA.117@r01@i229@p479165@l6600@n3@e49.5@d20.0@gCA50@s300.00@v@Gl6600@w0@C71@
LIVING-MA.117;21869;V26;230;04;20mm;59,25;6;395;395;BF2D@HjLIVING-MA.117@r01@i230@p479166@l3950@n6@e59.25@d20.0@gCA50@s300.00@v@Gl3950@w0@C78@
LIVING-MA.117;21869;V26;231;05;20mm;25,50;4;255;255;BF2D@HjLIVING-MA.117@r01@i231@p479167@l2550@n4@e25.5@d20.0@gCA50@s300.00@v@Gl2550@w0@C81@
LIVING-MA.117;21869;V26;232;06;20mm;49,13;3;655;655;BF2D@HjLIVING-MA.117@r01@i232@p479168@l6550@n3@e49.125@d20.0@gCA50@s300.00@v@Gl6550@w0@C95@
LIVING-MA.117;21869;V26;233;07;12,5mm;15,58;3;530;527;BF2D@HjLIVING-MA.117@r01@i233@p479169@l5300@n3@e15.582@d12.5@gCA50@s50.00@v@Gl550@w-90@l4750@w0@C90@
LIVING-MA.117;21869;V26;234;08;12,5mm;12,05;3;410;407;BF2D@HjLIVING-MA.117@r01@i234@p479170@l4100@n3@e12.054@d12.5@gCA50@s50.00@v@Gl550@w-90@l3550@w0@C80@
LIVING-MA.117;21869;V26;235;09;12,5mm;6,37;2;325;322;BF2D@HjLIVING-MA.117@r01@i235@p479171@l3250@n2@e6.37@d12.5@gCA50@s50.00@v@Gl550@w-90@l2700@w0@C74@
LIVING-MA.117;21869;V26;236;10;12,5mm;15,97;2;815;812;BF2D@HjLIVING-MA.117@r01@i236@p479172@l8150@n2@e15.974@d12.5@gCA50@s50.00@v@Gl550@w-90@l7600@w0@C86@
LIVING-MA.117;21869;V26;237;11;12,5mm;3,14;1;320;320;BF2D@HjLIVING-MA.117@r01@i237@p479173@l3200@n1@e3.136@d12.5@gCA50@s50.00@v@Gl3200@w0@C86@
LIVING-MA.117;21869;V26;238;12;20mm;36,50;2;730;730;BF2D@HjLIVING-MA.117@r01@i238@p479174@l7300@n2@e36.5@d20.0@gCA50@s300.00@v@Gl7300@w0@C80@
LIVING-MA.117;21869;V26;239;13;20mm;21,50;2;430;430;BF2D@HjLIVING-MA.117@r01@i239@p479175@l4300@n2@e21.5@d20.0@gCA50@s300.00@v@Gl4300@w0@C90@
LIVING-MA.117;21869;V26;240;14;20mm;16,75;2;335;335;BF2D@HjLIVING-MA.117@r01@i240@p479176@l3350@n2@e16.75@d20.0@gCA50@s300.00@v@Gl3350@w0@C94@
LIVING-MA.117;21869;V26;241;15;12,5mm;14,01;2;715;712;BF2D@HjLIVING-MA.117@r01@i241@p479177@l7150@n2@e14.014@d12.5@gCA50@s50.00@v@Gl550@w-90@l6600@w0@C71@
LIVING-MA.117;21869;V26;242;16;12,5mm;2,65;1;270;270;BF2D@HjLIVING-MA.117@r01@i242@p479178@l2700@n1@e2.646@d12.5@gCA50@s50.00@v@Gl2700@w0@C72@
LIVING-MA.117;21869;V26;243;17;8mm;70,30;101;174;167;BF2D@HjLIVING-MA.117@r01@i243@p479179@l1740@n101@e70.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C68@
LIVING-MA.117;21869;V26;244;18;12,5mm;24,97;14;182;171;BF2D@HjLIVING-MA.117@r01@i244@p479180@l1820@n14@e24.97@d12.5@gCA50@s50.00@v@Gl120@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l120@w0@C69@
LIVING-MA.117;21869;V26;245;19;10mm;20,18;18;178;169;BF2D@HjLIVING-MA.117@r01@i245@p479181@l1780@n18@e20.185@d10.0@gCA50@s40.00@v@Gl100@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l100@w0@C92@
LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V26;246;20;8mm;3,77;6;157;155;BF2D@HjLIVING-MA.117@r01@i246@p479182@l1570@n6@e3.768@d8.0@gCA50@s32.00@v@Gl130@w-90@l1440@w0@C93@
LIVING-MA.117;21869;V26;247;21;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.117@r01@i247@p479183@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C76@
LIVING-MA.117;21869;V26;248;22;10mm;21,77;6;576;576;BF2D@HjLIVING-MA.117@r01@i248@p479184@l5760@n6@e21.773@d10.0@gCA50@s40.00@v@Gl5760@w0@C68@
LIVING-MA.117;21869;V26;249;23;8mm;16,34;6;681;679;BF2D@HjLIVING-MA.117@r01@i249@p479185@l6810@n6@e16.344@d8.0@gCA50@s32.00@v@Gl130@w-90@l6680@w0@C96@
LIVING-MA.117;21869;V28;262;01;20mm;28,45;2;569;564;BF2D@HjLIVING-MA.117@r01@i262@p479200@l5690@n2@e28.45@d20.0@gCA50@s300.00@v@Gl580@w-90@l5110@w0@C75@
LIVING-MA.117;21869;V28;263;02;20mm;9,47;1;379;374;BF2D@HjLIVING-MA.117@r01@i263@p479201@l3790@n1@e9.475@d20.0@gCA50@s300.00@v@Gl580@w-90@l3210@w0@C70@
LIVING-MA.117;21869;V28;264;03;20mm;49,50;3;660;660;BF2D@HjLIVING-MA.117@r01@i264@p479202@l6600@n3@e49.5@d20.0@gCA50@s300.00@v@Gl6600@w0@C80@
LIVING-MA.117;21869;V28;265;04;20mm;59,25;6;395;395;BF2D@HjLIVING-MA.117@r01@i265@p479203@l3950@n6@e59.25@d20.0@gCA50@s300.00@v@Gl3950@w0@C78@
LIVING-MA.117;21869;V28;266;05;20mm;25,50;4;255;255;BF2D@HjLIVING-MA.117@r01@i266@p479204@l2550@n4@e25.5@d20.0@gCA50@s300.00@v@Gl2550@w0@C81@
LIVING-MA.117;21869;V28;267;06;20mm;49,13;3;655;655;BF2D@HjLIVING-MA.117@r01@i267@p479205@l6550@n3@e49.125@d20.0@gCA50@s300.00@v@Gl6550@w0@C95@
LIVING-MA.117;21869;V28;268;07;12,5mm;15,58;3;530;527;BF2D@HjLIVING-MA.117@r01@i268@p479206@l5300@n3@e15.582@d12.5@gCA50@s50.00@v@Gl550@w-90@l4750@w0@C90@
LIVING-MA.117;21869;V28;269;08;12,5mm;12,05;3;410;407;BF2D@HjLIVING-MA.117@r01@i269@p479207@l4100@n3@e12.054@d12.5@gCA50@s50.00@v@Gl550@w-90@l3550@w0@C71@
LIVING-MA.117;21869;V28;270;09;12,5mm;6,37;2;325;322;BF2D@HjLIVING-MA.117@r01@i270@p479208@l3250@n2@e6.37@d12.5@gCA50@s50.00@v@Gl550@w-90@l2700@w0@C74@
LIVING-MA.117;21869;V28;271;10;12,5mm;15,97;2;815;812;BF2D@HjLIVING-MA.117@r01@i271@p479209@l8150@n2@e15.974@d12.5@gCA50@s50.00@v@Gl550@w-90@l7600@w0@C86@
LIVING-MA.117;21869;V28;272;11;12,5mm;3,14;1;320;320;BF2D@HjLIVING-MA.117@r01@i272@p479210@l3200@n1@e3.136@d12.5@gCA50@s50.00@v@Gl3200@w0@C95@
LIVING-MA.117;21869;V28;273;12;20mm;36,50;2;730;730;BF2D@HjLIVING-MA.117@r01@i273@p479211@l7300@n2@e36.5@d20.0@gCA50@s300.00@v@Gl7300@w0@C89@
LIVING-MA.117;21869;V28;274;13;20mm;21,50;2;430;430;BF2D@HjLIVING-MA.117@r01@i274@p479212@l4300@n2@e21.5@d20.0@gCA50@s300.00@v@Gl4300@w0@C67@
LIVING-MA.117;21869;V28;275;14;20mm;16,75;2;335;335;BF2D@HjLIVING-MA.117@r01@i275@p479213@l3350@n2@e16.75@d20.0@gCA50@s300.00@v@Gl3350@w0@C94@
LIVING-MA.117;21869;V28;276;15;12,5mm;14,01;2;715;712;BF2D@HjLIVING-MA.117@r01@i276@p479214@l7150@n2@e14.014@d12.5@gCA50@s50.00@v@Gl550@w-90@l6600@w0@C71@
LIVING-MA.117;21869;V28;277;16;12,5mm;2,65;1;270;270;BF2D@HjLIVING-MA.117@r01@i277@p479215@l2700@n1@e2.646@d12.5@gCA50@s50.00@v@Gl2700@w0@C72@
LIVING-MA.117;21869;V28;278;17;8mm;70,30;101;174;167;BF2D@HjLIVING-MA.117@r01@i278@p479216@l1740@n101@e70.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C68@
LIVING-MA.117;21869;V28;279;18;12,5mm;24,97;14;182;171;BF2D@HjLIVING-MA.117@r01@i279@p479217@l1820@n14@e24.97@d12.5@gCA50@s50.00@v@Gl120@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l120@w0@C92@
LIVING-MA.117;21869;V28;280;19;10mm;20,18;18;178;169;BF2D@HjLIVING-MA.117@r01@i280@p479218@l1780@n18@e20.185@d10.0@gCA50@s40.00@v@Gl100@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l100@w0@C92@
LIVING-MA.117;21869;V28;281;20;8mm;3,77;6;157;155;BF2D@HjLIVING-MA.117@r01@i281@p479219@l1570@n6@e3.768@d8.0@gCA50@s32.00@v@Gl130@w-90@l1440@w0@C93@
LIVING-MA.117;21869;V28;282;21;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.117@r01@i282@p479220@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C85@
LIVING-MA.117;21869;V28;283;22;10mm;21,77;6;576;576;BF2D@HjLIVING-MA.117@r01@i283@p479221@l5760@n6@e21.773@d10.0@gCA50@s40.00@v@Gl5760@w0@C77@
LIVING-MA.117;21869;V28;284;23;8mm;16,34;6;681;679;BF2D@HjLIVING-MA.117@r01@i284@p479222@l6810@n6@e16.344@d8.0@gCA50@s32.00@v@Gl130@w-90@l6680@w0@C73@
LIVING-MA.117;21869;V30;297;01;20mm;28,45;2;569;564;BF2D@HjLIVING-MA.117@r01@i297@p479237@l5690@n2@e28.45@d20.0@gCA50@s300.00@v@Gl580@w-90@l5110@w0@C89@
LIVING-MA.117;21869;V30;298;02;20mm;9,47;1;379;374;BF2D@HjLIVING-MA.117@r01@i298@p479238@l3790@n1@e9.475@d20.0@gCA50@s300.00@v@Gl580@w-90@l3210@w0@C84@
LIVING-MA.117;21869;V30;299;03;20mm;49,50;3;660;660;BF2D@HjLIVING-MA.117@r01@i299@p479239@l6600@n3@e49.5@d20.0@gCA50@s300.00@v@Gl6600@w0@C94@
LIVING-MA.117;21869;V30;300;04;20mm;59,25;6;395;395;BF2D@HjLIVING-MA.117@r01@i300@p479240@l3950@n6@e59.25@d20.0@gCA50@s300.00@v@Gl3950@w0@C87@
LIVING-MA.117;21869;V30;301;05;20mm;25,50;4;255;255;BF2D@HjLIVING-MA.117@r01@i301@p479241@l2550@n4@e25.5@d20.0@gCA50@s300.00@v@Gl2550@w0@C90@
LIVING-MA.117;21869;V30;302;06;20mm;49,13;3;655;655;BF2D@HjLIVING-MA.117@r01@i302@p479242@l6550@n3@e49.125@d20.0@gCA50@s300.00@v@Gl6550@w0@C72@
LIVING-MA.117;21869;V30;303;07;12,5mm;15,58;3;530;527;BF2D@HjLIVING-MA.117@r01@i303@p479243@l5300@n3@e15.582@d12.5@gCA50@s50.00@v@Gl550@w-90@l4750@w0@C67@
LIVING-MA.117;21869;V30;304;08;12,5mm;12,05;3;410;407;BF2D@HjLIVING-MA.117@r01@i304@p479244@l4100@n3@e12.054@d12.5@gCA50@s50.00@v@Gl550@w-90@l3550@w0@C80@
LIVING-MA.117;21869;V30;305;09;12,5mm;6,37;2;325;322;BF2D@HjLIVING-MA.117@r01@i305@p479245@l3250@n2@e6.37@d12.5@gCA50@s50.00@v@Gl550@w-90@l2700@w0@C74@
LIVING-MA.117;21869;V30;306;10;12,5mm;15,97;2;815;812;BF2D@HjLIVING-MA.117@r01@i306@p479246@l8150@n2@e15.974@d12.5@gCA50@s50.00@v@Gl550@w-90@l7600@w0@C86@
LIVING-MA.117;21869;V30;307;11;12,5mm;3,14;1;320;320;BF2D@HjLIVING-MA.117@r01@i307@p479247@l3200@n1@e3.136@d12.5@gCA50@s50.00@v@Gl3200@w0@C86@
LIVING-MA.117;21869;V30;308;12;20mm;36,50;2;730;730;BF2D@HjLIVING-MA.117@r01@i308@p479248@l7300@n2@e36.5@d20.0@gCA50@s300.00@v@Gl7300@w0@C80@
LIVING-MA.117;21869;V30;309;13;20mm;21,50;2;430;430;BF2D@HjLIVING-MA.117@r01@i309@p479249@l4300@n2@e21.5@d20.0@gCA50@s300.00@v@Gl4300@w0@C90@
LIVING-MA.117;21869;V30;310;14;20mm;16,75;2;335;335;BF2D@HjLIVING-MA.117@r01@i310@p479250@l3350@n2@e16.75@d20.0@gCA50@s300.00@v@Gl3350@w0@C71@
LIVING-MA.117;21869;V30;311;15;12,5mm;14,01;2;715;712;BF2D@HjLIVING-MA.117@r01@i311@p479251@l7150@n2@e14.014@d12.5@gCA50@s50.00@v@Gl550@w-90@l6600@w0@C80@
LIVING-MA.117;21869;V30;312;16;12,5mm;2,65;1;270;270;BF2D@HjLIVING-MA.117@r01@i312@p479252@l2700@n1@e2.646@d12.5@gCA50@s50.00@v@Gl2700@w0@C81@
LIVING-MA.117;21869;V30;313;17;8mm;70,30;101;174;167;BF2D@HjLIVING-MA.117@r01@i313@p479253@l1740@n101@e70.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C77@
LIVING-MA.117;21869;V30;314;18;12,5mm;24,97;14;182;171;BF2D@HjLIVING-MA.117@r01@i314@p479254@l1820@n14@e24.97@d12.5@gCA50@s50.00@v@Gl120@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l120@w0@C69@
LIVING-MA.117;21869;V30;315;19;10mm;20,18;18;178;169;BF2D@HjLIVING-MA.117@r01@i315@p479255@l1780@n18@e20.185@d10.0@gCA50@s40.00@v@Gl100@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l100@w0@C92@
LIVING-MA.117;21869;V30;316;20;8mm;3,77;6;157;155;BF2D@HjLIVING-MA.117@r01@i316@p479256@l1570@n6@e3.768@d8.0@gCA50@s32.00@v@Gl130@w-90@l1440@w0@C93@
LIVING-MA.117;21869;V30;317;21;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.117@r01@i317@p479257@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C76@
LIVING-MA.117;21869;V30;318;22;10mm;21,77;6;576;576;BF2D@HjLIVING-MA.117@r01@i318@p479258@l5760@n6@e21.773@d10.0@gCA50@s40.00@v@Gl5760@w0@C68@
LIVING-MA.117;21869;V30;319;23;8mm;16,34;6;681;679;BF2D@HjLIVING-MA.117@r01@i319@p479259@l6810@n6@e16.344@d8.0@gCA50@s32.00@v@Gl130@w-90@l6680@w0@C96@
LIVING-MA.117;21869;V32;345;01;12,5mm;5,00;2;255;249;BF2D@HjLIVING-MA.117@r01@i345@p479287@l2550@n2@e4.998@d12.5@gCA50@s50.00@v@Gl370@w-90@l1810@w-90@l370@w0@C76@
LIVING-MA.117;21869;V32;346;02;12,5mm;5,12;2;261;255;BF2D@HjLIVING-MA.117@r01@i346@p479288@l2610@n2@e5.116@d12.5@gCA50@s50.00@v@Gl400@w-90@l1810@w-90@l400@w0@C74@
LIVING-MA.117;21869;V32;347;03;6,3mm;2,60;8;130;125;BF2D@HjLIVING-MA.117@r01@i347@p479289@l1300@n8@e2.6@d6.3@gCA50@s25.00@v@Gl60@w-120@l450@w-90@l140@w-90@l450@w-90@l140@w-120@l60@w0@C68@
LIVING-MA.117;21869;V32;348;04;5mm;1,18;4;184;184;BF2D@HjLIVING-MA.117@r01@i348@p479290@l1840@n4@e1.178@d5.0@gCA60@s20.00@v@Gl1840@w0@C81@
LIVING-MA.117;21869;V33;349;01;12,5mm;3,67;2;187;184;BF2D@HjLIVING-MA.117@r01@i349@p479292@l1870@n2@e3.665@d12.5@gCA50@s50.00@v@Gl380@w-90@l1490@w0@C96@
LIVING-MA.117;21869;V33;350;02;20mm;44,63;3;595;595;BF2D@HjLIVING-MA.117@r01@i350@p479293@l5950@n3@e44.625@d20.0@gCA50@s300.00@v@Gl5950@w0@C89@
LIVING-MA.117;21869;V33;351;03;12,5mm;3,63;2;185;182;BF2D@HjLIVING-MA.117@r01@i351@p479294@l1850@n2@e3.626@d12.5@gCA50@s50.00@v@Gl380@w-90@l1470@w0@C76@
LOCALIZADOR;PLAN.;ELEMENTO;OS;POSICAO;BITOLA;PESO (KG);QTDE;COMPR. UNIT.;Compr. Corte;QR CODE
LIVING-MA.117;21869;V33;352;04;12,5mm;13,25;2;676;670;BF2D@HjLIVING-MA.117@r01@i352@p479295@l6760@n2@e13.25@d12.5@gCA50@s50.00@v@Gl390@w-90@l5980@w-90@l390@w0@C75@
LIVING-MA.117;21869;V33;353;05;6,3mm;9,75;30;130;125;BF2D@HjLIVING-MA.117@r01@i353@p479296@l1300@n30@e9.75@d6.3@gCA50@s25.00@v@Gl60@w-120@l450@w-90@l140@w-90@l450@w-90@l140@w-120@l60@w0@C65@
LIVING-MA.117;21869;V33;354;06;5mm;3,83;4;598;598;BF2D@HjLIVING-MA.117@r01@i354@p479297@l5980@n4@e3.827@d5.0@gCA60@s20.00@v@Gl5980@w0@C88@
LIVING-MA.117;21869;V27;250;01;16mm;15,36;2;480;480;BF2D@HjLIVING-MA.117@r01@i250@p479187@l4800@n2@e15.36@d16.0@gCA50@s240.00@v@Gl4800@w0@C85@
LIVING-MA.117;21869;V27;251;02;12,5mm;3,76;2;192;189;BF2D@HjLIVING-MA.117@r01@i251@p479188@l1920@n2@e3.763@d12.5@gCA50@s50.00@v@Gl380@w-90@l1540@w0@C77@
LIVING-MA.117;21869;V27;252;03;16mm;17,09;2;534;534;BF2D@HjLIVING-MA.117@r01@i252@p479189@l5340@n2@e17.088@d16.0@gCA50@s240.00@v@Gl5340@w0@C88@
LIVING-MA.117;21869;V27;253;04;6,3mm;2,45;2;490;490;BF2D@HjLIVING-MA.117@r01@i253@p479190@l4900@n2@e2.45@d6.3@gCA50@s25.00@v@Gl4900@w0@C71@
LIVING-MA.117;21869;V27;254;05;16mm;19,01;2;594;594;BF2D@HjLIVING-MA.117@r01@i254@p479191@l5940@n2@e19.008@d16.0@gCA50@s240.00@v@Gl5940@w0@C87@
LIVING-MA.117;21869;V27;255;06;12,5mm;5,59;3;190;187;BF2D@HjLIVING-MA.117@r01@i255@p479192@l1900@n3@e5.586@d12.5@gCA50@s50.00@v@Gl380@w-90@l1520@w0@C76@
LIVING-MA.117;21869;V27;256;07;16mm;53,82;4;841;837;BF2D@HjLIVING-MA.117@r01@i256@p479193@l8410@n4@e53.824@d16.0@gCA50@s240.00@v@Gl460@w-90@l7950@w0@C92@
LIVING-MA.117;21869;V27;257;08;16mm;8,08;1;505;505;BF2D@HjLIVING-MA.117@r01@i257@p479194@l5050@n1@e8.08@d16.0@gCA50@s240.00@v@Gl5050@w0@C68@
LIVING-MA.117;21869;V27;258;09;12,5mm;4,70;2;240;240;BF2D@HjLIVING-MA.117@r01@i258@p479195@l2400@n2@e4.704@d12.5@gCA50@s50.00@v@Gl2400@w0@C74@
LIVING-MA.117;21869;V27;259;10;16mm;19,20;2;600;600;BF2D@HjLIVING-MA.117@r01@i259@p479196@l6000@n2@e19.2@d16.0@gCA50@s240.00@v@Gl6000@w0@C75@
LIVING-MA.117;21869;V27;260;11;6,3mm;32,25;86;150;145;BF2D@HjLIVING-MA.117@r01@i260@p479197@l1500@n86@e32.25@d6.3@gCA50@s25.00@v@Gl60@w-120@l550@w-90@l140@w-90@l550@w-90@l140@w-120@l60@w0@C78@
LIVING-MA.117;21869;V27;261;12;5mm;7,54;6;785;785;BF2D@HjLIVING-MA.117@r01@i261@p479198@l7850@n6@e7.536@d5.0@gCA60@s20.00@v@Gl7850@w0@C92@
LIVING-MA.117;21869;V29;285;01;16mm;15,36;2;480;480;BF2D@HjLIVING-MA.117@r01@i285@p479224@l4800@n2@e15.36@d16.0@gCA50@s240.00@v@Gl4800@w0@C85@
LIVING-MA.117;21869;V29;286;02;12,5mm;3,76;2;192;189;BF2D@HjLIVING-MA.117@r01@i286@p479225@l1920@n2@e3.763@d12.5@gCA50@s50.00@v@Gl380@w-90@l1540@w0@C77@
LIVING-MA.117;21869;V29;287;03;16mm;17,09;2;534;534;BF2D@HjLIVING-MA.117@r01@i287@p479226@l5340@n2@e17.088@d16.0@gCA50@s240.00@v@Gl5340@w0@C88@
LIVING-MA.117;21869;V29;288;04;6,3mm;2,45;2;490;490;BF2D@HjLIVING-MA.117@r01@i288@p479227@l4900@n2@e2.45@d6.3@gCA50@s25.00@v@Gl4900@w0@C94@
LIVING-MA.117;21869;V29;289;05;16mm;19,01;2;594;594;BF2D@HjLIVING-MA.117@r01@i289@p479228@l5940@n2@e19.008@d16.0@gCA50@s240.00@v@Gl5940@w0@C78@
LIVING-MA.117;21869;V29;290;06;12,5mm;5,59;3;190;187;BF2D@HjLIVING-MA.117@r01@i290@p479229@l1900@n3@e5.586@d12.5@gCA50@s50.00@v@Gl380@w-90@l1520@w0@C76@
LIVING-MA.117;21869;V29;291;07;16mm;53,82;4;841;837;BF2D@HjLIVING-MA.117@r01@i291@p479230@l8410@n4@e53.824@d16.0@gCA50@s240.00@v@Gl460@w-90@l7950@w0@C69@
LIVING-MA.117;21869;V29;292;08;16mm;8,08;1;505;505;BF2D@HjLIVING-MA.117@r01@i292@p479231@l5050@n1@e8.08@d16.0@gCA50@s240.00@v@Gl5050@w0@C77@
LIVING-MA.117;21869;V29;293;09;12,5mm;4,70;2;240;240;BF2D@HjLIVING-MA.117@r01@i293@p479232@l2400@n2@e4.704@d12.5@gCA50@s50.00@v@Gl2400@w0@C83@
LIVING-MA.117;21869;V29;294;10;16mm;19,20;2;600;600;BF2D@HjLIVING-MA.117@r01@i294@p479233@l6000@n2@e19.2@d16.0@gCA50@s240.00@v@Gl6000@w0@C84@
LIVING-MA.117;21869;V29;295;11;6,3mm;32,25;86;150;145;BF2D@HjLIVING-MA.117@r01@i295@p479234@l1500@n86@e32.25@d6.3@gCA50@s25.00@v@Gl60@w-120@l550@w-90@l140@w-90@l550@w-90@l140@w-120@l60@w0@C78@
LIVING-MA.117;21869;V29;296;12;5mm;7,54;6;785;785;BF2D@HjLIVING-MA.117@r01@i296@p479235@l7850@n6@e7.536@d5.0@gCA60@s20.00@v@Gl7850@w0@C92@
LIVING-MA.117;21869;V31;320;01;12,5mm;19,17;3;652;652;BF2D@HjLIVING-MA.117@r01@i320@p479261@l6520@n3@e19.169@d12.5@gCA50@s50.00@v@Gl6520@w0@C80@
LIVING-MA.117;21869;V31;321;02;12,5mm;5,88;3;200;200;BF2D@HjLIVING-MA.117@r01@i321@p479262@l2000@n3@e5.88@d12.5@gCA50@s50.00@v@Gl2000@w0@C73@
LIVING-MA.117;21869;V31;322;03;6,3mm;1,13;2;225;225;BF2D@HjLIVING-MA.117@r01@i322@p479263@l2250@n2@e1.125@d6.3@gCA50@s25.00@v@Gl2250@w0@C67@
LIVING-MA.117;21869;V31;323;04;12,5mm;8,97;3;305;305;BF2D@HjLIVING-MA.117@r01@i323@p479264@l3050@n3@e8.967@d12.5@gCA50@s50.00@v@Gl3050@w0@C96@
